curve,epsilon,n,snr_db,rate_bits
RCU$^+$ achievable (ours),0.001,1000,8.65517,1.43725
RCU$^+$ achievable (ours),0.001,1000,9.44828,1.5541
RCU$^+$ achievable (ours),0.001,1000,10.2414,1.67321
RCU$^+$ achievable (ours),0.001,1000,11.0345,1.79426
RCU$^+$ achievable (ours),0.001,1000,11.8276,1.91697
RCU$^+$ achievable (ours),0.001,1000,12.6207,2.04108
RCU$^+$ achievable (ours),0.001,1000,13.4138,2.16639
RCU$^+$ achievable (ours),0.001,1000,14.2069,2.29272
RCU$^+$ achievable (ours),0.001,1000,15,2.4199
Gallager achievable,0.001,1000,-8,0.0464998
Gallager achievable,0.001,1000,-7.2069,0.0601305
Gallager achievable,0.001,1000,-6.41379,0.0767462
Gallager achievable,0.001,1000,-5.62069,0.0968341
Gallager achievable,0.001,1000,-4.82759,0.120867
Gallager achievable,0.001,1000,-4.03448,0.149381
Gallager achievable,0.001,1000,-3.24138,0.182856
Gallager achievable,0.001,1000,-2.44828,0.221763
Gallager achievable,0.001,1000,-1.65517,0.266518
Gallager achievable,0.001,1000,-0.862069,0.317427
Gallager achievable,0.001,1000,-0.0689655,0.374764
Gallager achievable,0.001,1000,0.724138,0.438603
Gallager achievable,0.001,1000,1.51724,0.508972
Gallager achievable,0.001,1000,2.31034,0.585701
Gallager achievable,0.001,1000,3.10345,0.66857
Gallager achievable,0.001,1000,3.89655,0.757208
Gallager achievable,0.001,1000,4.68966,0.851208
Gallager achievable,0.001,1000,5.48276,0.950177
Gallager achievable,0.001,1000,6.27586,1.05357
Gallager achievable,0.001,1000,7.06897,1.16098
Gallager achievable,0.001,1000,7.86207,1.27195
Gallager achievable,0.001,1000,8.65517,1.38597
Gallager achievable,0.001,1000,9.44828,1.50266
Gallager achievable,0.001,1000,10.2414,1.62158
Gallager achievable,0.001,1000,11.0345,1.74258
Gallager achievable,0.001,1000,11.8276,1.86523
Gallager achievable,0.001,1000,12.6207,1.98939
Gallager achievable,0.001,1000,13.4138,2.11473
Gallager achievable,0.001,1000,14.2069,2.24107
Gallager achievable,0.001,1000,15,2.36829
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,-8,0.0532872
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,-7.2069,0.068938
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,-6.41379,0.0877082
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,-5.62069,0.110047
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,-4.82759,0.136418
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,-4.03448,0.167303
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,-3.24138,0.203148
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,-2.44828,0.244388
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,-1.65517,0.291384
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,-0.862069,0.344422
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,-0.0689655,0.403704
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,0.724138,0.469311
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,1.51724,0.541214
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,2.31034,0.606585
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,3.10345,0.690536
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,3.89655,0.780086
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,4.68966,0.874847
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,5.48276,0.974389
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,6.27586,1.07826
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,7.06897,1.186
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,7.86207,1.29717
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,8.65517,1.41136
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,9.44828,1.52816
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,10.2414,1.64722
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,11.0345,1.76823
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,11.8276,1.8909
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,12.6207,2.01499
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,13.4138,2.14029
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,14.2069,2.26659
$\kappa\beta$ achievable (PPV-faithful),0.001,1000,15,2.39376
Normal approximation,0.001,1000,-8,0.0607745
Normal approximation,0.001,1000,-7.2069,0.0765464
Normal approximation,0.001,1000,-6.41379,0.0954566
Normal approximation,0.001,1000,-5.62069,0.117955
Normal approximation,0.001,1000,-4.82759,0.144509
Normal approximation,0.001,1000,-4.03448,0.175589
Normal approximation,0.001,1000,-3.24138,0.211653
Normal approximation,0.001,1000,-2.44828,0.253121
Normal approximation,0.001,1000,-1.65517,0.300356
Normal approximation,0.001,1000,-0.862069,0.353644
Normal approximation,0.001,1000,-0.0689655,0.413174
Normal approximation,0.001,1000,0.724138,0.479027
Normal approximation,0.001,1000,1.51724,0.55117
Normal approximation,0.001,1000,2.31034,0.629462
Normal approximation,0.001,1000,3.10345,0.713661
Normal approximation,0.001,1000,3.89655,0.803441
Normal approximation,0.001,1000,4.68966,0.898415
Normal approximation,0.001,1000,5.48276,0.998152
Normal approximation,0.001,1000,6.27586,1.1022
Normal approximation,0.001,1000,7.06897,1.21011
Normal approximation,0.001,1000,7.86207,1.32144
Normal approximation,0.001,1000,8.65517,1.43578
Normal approximation,0.001,1000,9.44828,1.55272
Normal approximation,0.001,1000,10.2414,1.67192
Normal approximation,0.001,1000,11.0345,1.79306
Normal approximation,0.001,1000,11.8276,1.91587
Normal approximation,0.001,1000,12.6207,2.04009
Normal approximation,0.001,1000,13.4138,2.16551
Normal approximation,0.001,1000,14.2069,2.29195
Normal approximation,0.001,1000,15,2.41924
