curve,epsilon,n,snr_db,rate_bits
Gallager achievable (avg err),1e-06,1000,3.57895,0.683339
Gallager achievable (avg err),1e-06,1000,4.21053,0.755662
Gallager achievable (avg err),1e-06,1000,4.84211,0.831389
Gallager achievable (avg err),1e-06,1000,5.47368,0.910196
Gallager achievable (avg err),1e-06,1000,6.10526,0.991936
Gallager achievable (avg err),1e-06,1000,6.73684,1.07634
Gallager achievable (avg err),1e-06,1000,7.36842,1.16316
Gallager achievable (avg err),1e-06,1000,8,1.25203
$\kappa\beta$ achievable v2 (max err),1e-06,1000,-4,0.128627
$\kappa\beta$ achievable v2 (max err),1e-06,1000,-3.36842,0.155078
$\kappa\beta$ achievable v2 (max err),1e-06,1000,-2.73684,0.184946
$\kappa\beta$ achievable v2 (max err),1e-06,1000,-2.10526,0.21845
$\kappa\beta$ achievable v2 (max err),1e-06,1000,-1.47368,0.255766
$\kappa\beta$ achievable v2 (max err),1e-06,1000,-0.842105,0.297045
$\kappa\beta$ achievable v2 (max err),1e-06,1000,-0.210526,0.342391
$\kappa\beta$ achievable v2 (max err),1e-06,1000,0.421053,0.39186
$\kappa\beta$ achievable v2 (max err),1e-06,1000,1.05263,0.44546
$\kappa\beta$ achievable v2 (max err),1e-06,1000,1.68421,0.503154
$\kappa\beta$ achievable v2 (max err),1e-06,1000,2.31579,0.564854
$\kappa\beta$ achievable v2 (max err),1e-06,1000,2.94737,0.608266
$\kappa\beta$ achievable v2 (max err),1e-06,1000,3.57895,0.677529
$\kappa\beta$ achievable v2 (max err),1e-06,1000,4.21053,0.750308
$\kappa\beta$ achievable v2 (max err),1e-06,1000,4.84211,0.826387
$\kappa\beta$ achievable v2 (max err),1e-06,1000,5.47368,0.905533
$\kappa\beta$ achievable v2 (max err),1e-06,1000,6.10526,0.987505
$\kappa\beta$ achievable v2 (max err),1e-06,1000,6.73684,1.07206
$\kappa\beta$ achievable v2 (max err),1e-06,1000,7.36842,1.15897
$\kappa\beta$ achievable v2 (max err),1e-06,1000,8,1.248
Normal approximation,1e-06,1000,-4,0.139554
Normal approximation,1e-06,1000,-3.36842,0.16642
Normal approximation,1e-06,1000,-2.73684,0.196726
Normal approximation,1e-06,1000,-2.10526,0.230678
Normal approximation,1e-06,1000,-1.47368,0.268455
Normal approximation,1e-06,1000,-0.842105,0.310196
Normal approximation,1e-06,1000,-0.210526,0.356002
Normal approximation,1e-06,1000,0.421053,0.405922
Normal approximation,1e-06,1000,1.05263,0.459961
Normal approximation,1e-06,1000,1.68421,0.518074
Normal approximation,1e-06,1000,2.31579,0.580169
Normal approximation,1e-06,1000,2.94737,0.646115
Normal approximation,1e-06,1000,3.57895,0.715742
Normal approximation,1e-06,1000,4.21053,0.788856
Normal approximation,1e-06,1000,4.84211,0.865238
Normal approximation,1e-06,1000,5.47368,0.944657
Normal approximation,1e-06,1000,6.10526,1.02688
Normal approximation,1e-06,1000,6.73684,1.11166
Normal approximation,1e-06,1000,7.36842,1.19877
Normal approximation,1e-06,1000,8,1.28797
