curve,n,snr_db,epsilon,rate_bits
Normal approximation,1000,0,1.43845e-05,0.38812
Normal approximation,1000,0,3.5697e-05,0.394026
Normal approximation,1000,0,8.85867e-05,0.40023
Normal approximation,1000,0,0.000219839,0.406781
Normal approximation,1000,0,0.000545559,0.413741
Normal approximation,1000,0,0.00135388,0.421195
Normal approximation,1000,0,0.00335982,0.42926
Normal approximation,1000,0,0.00833782,0.438106
Normal approximation,1000,0,0.0206914,0.447999
Normal approximation,1000,0,0.0513483,0.459391
Normal approximation,1000,0,0.127427,0.473172
Normal approximation,1000,0,0.316228,0.491621
