curve,epsilon,snr_db,n,rate_bits
$\chi^2$ converse (Polyanskiy),0.001,0,933,0.420873
$\chi^2$ converse (Polyanskiy),0.001,0,1015,0.423797
$\chi^2$ converse (Polyanskiy),0.001,0,1097,0.426408
$\chi^2$ converse (Polyanskiy),0.001,0,1179,0.428759
$\chi^2$ converse (Polyanskiy),0.001,0,1261,0.430892
RCU$^+$ achievable (ours),0.001,0,30,0.0903705
RCU$^+$ achievable (ours),0.001,0,112,0.288372
RCU$^+$ achievable (ours),0.001,0,194,0.334246
RCU$^+$ achievable (ours),0.001,0,276,0.358312
RCU$^+$ achievable (ours),0.001,0,358,0.373899
RCU$^+$ achievable (ours),0.001,0,440,0.385098
RCU$^+$ achievable (ours),0.001,0,522,0.393666
RCU$^+$ achievable (ours),0.001,0,605,0.400582
RCU$^+$ achievable (ours),0.001,0,687,0.4062
RCU$^+$ achievable (ours),0.001,0,769,0.410935
RCU$^+$ achievable (ours),0.001,0,851,0.414998
RCU$^+$ achievable (ours),0.001,0,933,0.418535
RCU$^+$ achievable (ours),0.001,0,1015,0.421653
RCU$^+$ achievable (ours),0.001,0,1097,0.424429
RCU$^+$ achievable (ours),0.001,0,1179,0.426922
RCU$^+$ achievable (ours),0.001,0,1261,0.429177
RCU$^+$ achievable (ours),0.001,0,1343,0.43123
RCU$^+$ achievable (ours),0.001,0,1425,0.43311
RCU$^+$ achievable (ours),0.001,0,1508,0.43486
RCU$^+$ achievable (ours),0.001,0,1590,0.436458
RCU$^+$ achievable (ours),0.001,0,1672,0.437942
RCU$^+$ achievable (ours),0.001,0,1754,0.439323
RCU$^+$ achievable (ours),0.001,0,1836,0.440614
RCU$^+$ achievable (ours),0.001,0,1918,0.441825
RCU$^+$ achievable (ours),0.001,0,2000,0.442962
Gallager achievable,0.001,0,30,0
Gallager achievable,0.001,0,112,0.189178
Gallager achievable,0.001,0,194,0.250824
Gallager achievable,0.001,0,276,0.285522
Gallager achievable,0.001,0,358,0.308594
Gallager achievable,0.001,0,440,0.325348
Gallager achievable,0.001,0,522,0.338287
Gallager achievable,0.001,0,605,0.348755
Gallager achievable,0.001,0,687,0.3573
Gallager achievable,0.001,0,769,0.364532
Gallager achievable,0.001,0,851,0.370728
Gallager achievable,0.001,0,933,0.376129
Gallager achievable,0.001,0,1015,0.38089
Gallager achievable,0.001,0,1097,0.385132
Gallager achievable,0.001,0,1179,0.388947
Gallager achievable,0.001,0,1261,0.392395
Gallager achievable,0.001,0,1343,0.395538
Gallager achievable,0.001,0,1425,0.398407
Gallager achievable,0.001,0,1508,0.401093
Gallager achievable,0.001,0,1590,0.403534
Gallager achievable,0.001,0,1672,0.405823
Gallager achievable,0.001,0,1754,0.407928
Gallager achievable,0.001,0,1836,0.409912
Gallager achievable,0.001,0,1918,0.411774
Gallager achievable,0.001,0,2000,0.413513
$\kappa\beta$ achievable (PPV-faithful),0.001,0,30,-0.170339
$\kappa\beta$ achievable (PPV-faithful),0.001,0,112,0.199533
$\kappa\beta$ achievable (PPV-faithful),0.001,0,194,0.279947
$\kappa\beta$ achievable (PPV-faithful),0.001,0,276,0.318934
$\kappa\beta$ achievable (PPV-faithful),0.001,0,358,0.342892
$\kappa\beta$ achievable (PPV-faithful),0.001,0,440,0.359464
$\kappa\beta$ achievable (PPV-faithful),0.001,0,522,0.371779
$\kappa\beta$ achievable (PPV-faithful),0.001,0,605,0.381499
$\kappa\beta$ achievable (PPV-faithful),0.001,0,687,0.389239
$\kappa\beta$ achievable (PPV-faithful),0.001,0,769,0.395667
$\kappa\beta$ achievable (PPV-faithful),0.001,0,851,0.401105
$\kappa\beta$ achievable (PPV-faithful),0.001,0,933,0.405781
$\kappa\beta$ achievable (PPV-faithful),0.001,0,1015,0.409866
$\kappa\beta$ achievable (PPV-faithful),0.001,0,1097,0.413468
$\kappa\beta$ achievable (PPV-faithful),0.001,0,1179,0.416675
$\kappa\beta$ achievable (PPV-faithful),0.001,0,1261,0.419552
$\kappa\beta$ achievable (PPV-faithful),0.001,0,1343,0.422129
$\kappa\beta$ achievable (PPV-faithful),0.001,0,1425,0.415532
$\kappa\beta$ achievable (PPV-faithful),0.001,0,1508,0.418193
$\kappa\beta$ achievable (PPV-faithful),0.001,0,1590,0.4206
$\kappa\beta$ achievable (PPV-faithful),0.001,0,1672,0.422816
$\kappa\beta$ achievable (PPV-faithful),0.001,0,1754,0.424866
$\kappa\beta$ achievable (PPV-faithful),0.001,0,1836,0.426768
$\kappa\beta$ achievable (PPV-faithful),0.001,0,1918,0.428538
$\kappa\beta$ achievable (PPV-faithful),0.001,0,2000,0.43019
Normal approximation,0.001,0,30,0.0833326
Normal approximation,0.001,0,112,0.272418
Normal approximation,0.001,0,194,0.323576
Normal approximation,0.001,0,276,0.350356
Normal approximation,0.001,0,358,0.367558
Normal approximation,0.001,0,440,0.379826
Normal approximation,0.001,0,522,0.389153
Normal approximation,0.001,0,605,0.396642
Normal approximation,0.001,0,687,0.402698
Normal approximation,0.001,0,769,0.407783
Normal approximation,0.001,0,851,0.412131
Normal approximation,0.001,0,933,0.415907
Normal approximation,0.001,0,1015,0.419226
Normal approximation,0.001,0,1097,0.422175
Normal approximation,0.001,0,1179,0.424817
Normal approximation,0.001,0,1261,0.427202
Normal approximation,0.001,0,1343,0.429371
Normal approximation,0.001,0,1425,0.431353
Normal approximation,0.001,0,1508,0.433197
Normal approximation,0.001,0,1590,0.434877
Normal approximation,0.001,0,1672,0.436435
Normal approximation,0.001,0,1754,0.437884
Normal approximation,0.001,0,1836,0.439237
Normal approximation,0.001,0,1918,0.440504
Normal approximation,0.001,0,2000,0.441694
