curve,epsilon,snr_db,n,rate_bits
$\kappa\beta$ achievable (PPV-faithful),0.001,6,1508,1.066
$\kappa\beta$ achievable (PPV-faithful),0.001,6,1590,1.06871
$\kappa\beta$ achievable (PPV-faithful),0.001,6,1672,1.0712
$\kappa\beta$ achievable (PPV-faithful),0.001,6,1754,1.07351
$\kappa\beta$ achievable (PPV-faithful),0.001,6,1836,1.07565
$\kappa\beta$ achievable (PPV-faithful),0.001,6,1918,1.07764
$\kappa\beta$ achievable (PPV-faithful),0.001,6,2000,1.0795
Normal approximation,0.001,6,30,0.676168
Normal approximation,0.001,6,112,0.896803
Normal approximation,0.001,6,194,0.95609
Normal approximation,0.001,6,276,0.987025
Normal approximation,0.001,6,358,1.00686
Normal approximation,0.001,6,440,1.02098
Normal approximation,0.001,6,522,1.0317
Normal approximation,0.001,6,605,1.04031
Normal approximation,0.001,6,687,1.04726
Normal approximation,0.001,6,769,1.05309
Normal approximation,0.001,6,851,1.05808
Normal approximation,0.001,6,933,1.06241
Normal approximation,0.001,6,1015,1.06621
Normal approximation,0.001,6,1097,1.06959
Normal approximation,0.001,6,1179,1.07261
Normal approximation,0.001,6,1261,1.07534
Normal approximation,0.001,6,1343,1.07783
Normal approximation,0.001,6,1425,1.08009
Normal approximation,0.001,6,1508,1.0822
Normal approximation,0.001,6,1590,1.08412
Normal approximation,0.001,6,1672,1.0859
Normal approximation,0.001,6,1754,1.08756
Normal approximation,0.001,6,1836,1.08911
Normal approximation,0.001,6,1918,1.09055
Normal approximation,0.001,6,2000,1.09191
